39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:36:47.0 (722769)|USER_INFO|[EXTERNAL]|005280000056Sdu|ngmmadhan@gmail.com|Pacific Standard Time|GMT-07:00
02:36:47.0 (767521)|EXECUTION_STARTED
02:36:47.0 (773296)|CODE_UNIT_STARTED|[EXTERNAL]|aura
02:36:47.0 (1319309)|HEAP_ALLOCATE|[72]|Bytes:3
02:36:47.0 (1394185)|HEAP_ALLOCATE|[77]|Bytes:152
02:36:47.0 (1411835)|HEAP_ALLOCATE|[342]|Bytes:408
02:36:47.0 (1438557)|HEAP_ALLOCATE|[355]|Bytes:408
02:36:47.0 (1464931)|HEAP_ALLOCATE|[467]|Bytes:48
02:36:47.0 (1497606)|HEAP_ALLOCATE|[139]|Bytes:6
02:36:47.0 (1520521)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
02:36:47.0 (1561757)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:36:47.0 (1926705)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:36:47.0 (1936483)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:36:47.0 (3617551)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000EnCqi|RelatedListDataGridController.getReleatedListItems
02:36:47.0 (3777462)|VARIABLE_SCOPE_BEGIN|[2]|RelatedListDataGridController.typesMap|Map<Schema.DisplayType,String>|true|true
02:36:47.0 (3844033)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:45
02:36:47.0 (3855403)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
02:36:47.0 (3900132)|METHOD_ENTRY|[1]|01p2800000EnCqi|RelatedListDataGridController.RelatedListDataGridController()
02:36:47.0 (3906804)|STATEMENT_EXECUTE|[1]
02:36:47.0 (3913958)|STATEMENT_EXECUTE|[1]
02:36:47.0 (3954273)|HEAP_ALLOCATE|[50]|Bytes:5
02:36:47.0 (4004333)|HEAP_ALLOCATE|[56]|Bytes:5
02:36:47.0 (4023059)|HEAP_ALLOCATE|[64]|Bytes:7
