39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:24:16.0 (61934)|USER_INFO|[EXTERNAL]|005280000056Sdu|ngmmadhan@gmail.com|Pacific Standard Time|GMT-07:00
02:24:16.0 (86991)|EXECUTION_STARTED
02:24:16.0 (94494)|CODE_UNIT_STARTED|[EXTERNAL]|aura
02:24:16.0 (477662)|HEAP_ALLOCATE|[72]|Bytes:3
02:24:16.0 (504477)|HEAP_ALLOCATE|[77]|Bytes:152
02:24:16.0 (514374)|HEAP_ALLOCATE|[342]|Bytes:408
02:24:16.0 (527997)|HEAP_ALLOCATE|[355]|Bytes:408
02:24:16.0 (539359)|HEAP_ALLOCATE|[467]|Bytes:48
02:24:16.0 (560347)|HEAP_ALLOCATE|[139]|Bytes:6
02:24:16.0 (570256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
02:24:16.0 (578875)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (775646)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:24:16.0 (780728)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:24:16.0 (2262517)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000EnCqi|RelatedListDataGridController.getReleatedListItems
02:24:16.0 (2289359)|VARIABLE_SCOPE_BEGIN|[2]|RelatedListDataGridController.typesMap|Map<Schema.DisplayType,String>|true|true
02:24:16.0 (2369356)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:45
02:24:16.0 (2374236)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
02:24:16.0 (2419291)|METHOD_ENTRY|[1]|01p2800000EnCqi|RelatedListDataGridController.RelatedListDataGridController()
02:24:16.0 (2423014)|STATEMENT_EXECUTE|[1]
02:24:16.0 (2426766)|STATEMENT_EXECUTE|[1]
02:24:16.0 (2462163)|HEAP_ALLOCATE|[50]|Bytes:5
02:24:16.0 (2480913)|HEAP_ALLOCATE|[56]|Bytes:5
02:24:16.0 (2486482)|HEAP_ALLOCATE|[64]|Bytes:7
02:24:16.0 (2504884)|SYSTEM_MODE_ENTER|false
02:24:16.0 (2512516)|HEAP_ALLOCATE|[2]|Bytes:5
02:24:16.0 (2515455)|STATEMENT_EXECUTE|[2]
02:24:16.0 (2519399)|HEAP_ALLOCATE|[2]|Bytes:4
02:24:16.0 (2570855)|VARIABLE_ASSIGNMENT|[2]|RelatedListDataGridController.typesMap|{}|0x45a41e3a
02:24:16.0 (2574100)|STATEMENT_EXECUTE|[4]
02:24:16.0 (2575253)|STATEMENT_EXECUTE|[5]
02:24:16.0 (2758465)|HEAP_ALLOCATE|[5]|Bytes:8
02:24:16.0 (2802166)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (2808737)|STATEMENT_EXECUTE|[6]
02:24:16.0 (2812070)|HEAP_ALLOCATE|[6]|Bytes:6
02:24:16.0 (2830270)|HEAP_ALLOCATE|[6]|Bytes:12
02:24:16.0 (2837417)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (2841200)|STATEMENT_EXECUTE|[7]
